timestamp,main_state
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
538115614,1
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
575350929,2
